 Epoch: 1 | Train_loss: 107.81200 | Train_acc: 85.90200% | Val_acc: 97.49000%
 Epoch: 2 | Train_loss: 73.25600 | Train_acc: 90.20000% | Val_acc: 97.56000%
 Epoch: 3 | Train_loss: 67.87660 | Train_acc: 90.83600% | Val_acc: 97.92000%
 Epoch: 4 | Train_loss: 61.69013 | Train_acc: 91.80200% | Val_acc: 97.43000%
 Epoch: 5 | Train_loss: 60.27052 | Train_acc: 91.97200% | Val_acc: 97.68000%
 Epoch: 6 | Train_loss: 55.61874 | Train_acc: 92.66000% | Val_acc: 97.70000%
 Epoch: 7 | Train_loss: 56.24625 | Train_acc: 92.50600% | Val_acc: 97.91000%
 Epoch: 8 | Train_loss: 53.76182 | Train_acc: 92.86800% | Val_acc: 98.06000%
 Epoch: 9 | Train_loss: 51.68759 | Train_acc: 93.15800% | Val_acc: 97.47000%
 Epoch: 10 | Train_loss: 50.25002 | Train_acc: 93.30200% | Val_acc: 97.77000%
 Epoch: 11 | Train_loss: 48.22111 | Train_acc: 93.51400% | Val_acc: 97.99000%
 Epoch: 12 | Train_loss: 48.17822 | Train_acc: 93.60400% | Val_acc: 97.84000%
 Epoch: 13 | Train_loss: 48.14820 | Train_acc: 93.62000% | Val_acc: 97.97000%
 Epoch: 14 | Train_loss: 46.95969 | Train_acc: 93.66200% | Val_acc: 97.96000%
 Epoch: 15 | Train_loss: 46.51273 | Train_acc: 93.74200% | Val_acc: 97.33000%
 Epoch: 16 | Train_loss: 44.65811 | Train_acc: 94.04200% | Val_acc: 97.81000%
 Epoch: 17 | Train_loss: 44.64785 | Train_acc: 93.96600% | Val_acc: 97.75000%
 Epoch: 18 | Train_loss: 44.55075 | Train_acc: 94.06600% | Val_acc: 97.96000%
 Epoch: 19 | Train_loss: 43.37742 | Train_acc: 94.18800% | Val_acc: 97.75000%
 Epoch: 20 | Train_loss: 42.55075 | Train_acc: 94.32000% | Val_acc: 97.71000%
 Epoch: 21 | Train_loss: 42.76239 | Train_acc: 94.22400% | Val_acc: 97.85000%
 Epoch: 22 | Train_loss: 41.77605 | Train_acc: 94.41000% | Val_acc: 98.02000%
 Epoch: 23 | Train_loss: 41.41764 | Train_acc: 94.51800% | Val_acc: 97.72000%
 Epoch: 24 | Train_loss: 40.52899 | Train_acc: 94.53400% | Val_acc: 97.66000%
 Epoch: 25 | Train_loss: 40.00591 | Train_acc: 94.63400% | Val_acc: 97.66000%
 Epoch: 26 | Train_loss: 38.37137 | Train_acc: 94.78400% | Val_acc: 97.96000%
 Epoch: 27 | Train_loss: 38.73164 | Train_acc: 94.85200% | Val_acc: 97.83000%
 Epoch: 28 | Train_loss: 37.59612 | Train_acc: 94.93600% | Val_acc: 98.03000%
 Epoch: 29 | Train_loss: 37.03120 | Train_acc: 95.06600% | Val_acc: 97.86000%
 Epoch: 30 | Train_loss: 36.31584 | Train_acc: 95.14400% | Val_acc: 98.00000%
 Epoch: 31 | Train_loss: 35.61049 | Train_acc: 95.20600% | Val_acc: 97.92000%
 Epoch: 32 | Train_loss: 35.97921 | Train_acc: 95.11800% | Val_acc: 97.96000%
 Epoch: 33 | Train_loss: 35.30624 | Train_acc: 95.31000% | Val_acc: 97.91000%
 Epoch: 34 | Train_loss: 36.08477 | Train_acc: 95.18400% | Val_acc: 97.66000%
 Epoch: 35 | Train_loss: 35.69986 | Train_acc: 95.20200% | Val_acc: 97.81000%
 Epoch: 36 | Train_loss: 33.68006 | Train_acc: 95.45400% | Val_acc: 97.94000%
 Epoch: 37 | Train_loss: 33.91679 | Train_acc: 95.50400% | Val_acc: 98.10000%
 Epoch: 38 | Train_loss: 33.01945 | Train_acc: 95.56800% | Val_acc: 97.91000%
 Epoch: 39 | Train_loss: 32.05068 | Train_acc: 95.63200% | Val_acc: 98.09000%
 Epoch: 40 | Train_loss: 33.61782 | Train_acc: 95.46000% | Val_acc: 98.00000%
 Epoch: 41 | Train_loss: 31.85176 | Train_acc: 95.64200% | Val_acc: 97.99000%
 Epoch: 42 | Train_loss: 32.13964 | Train_acc: 95.65400% | Val_acc: 98.04000%
 Epoch: 43 | Train_loss: 31.46414 | Train_acc: 95.73200% | Val_acc: 97.77000%
 Epoch: 44 | Train_loss: 31.39044 | Train_acc: 95.71600% | Val_acc: 97.93000%
 Epoch: 45 | Train_loss: 31.58052 | Train_acc: 95.76200% | Val_acc: 98.12000%
 Epoch: 46 | Train_loss: 30.47409 | Train_acc: 95.92800% | Val_acc: 98.15000%
 Epoch: 47 | Train_loss: 29.88794 | Train_acc: 95.99000% | Val_acc: 98.10000%
 Epoch: 48 | Train_loss: 29.88328 | Train_acc: 95.98400% | Val_acc: 97.98000%
 Epoch: 49 | Train_loss: 27.86168 | Train_acc: 96.21400% | Val_acc: 97.94000%
 Epoch: 50 | Train_loss: 28.68671 | Train_acc: 96.21800% | Val_acc: 98.15000%
 Epoch: 51 | Train_loss: 27.85023 | Train_acc: 96.18400% | Val_acc: 97.94000%
 Epoch: 52 | Train_loss: 28.60983 | Train_acc: 96.12400% | Val_acc: 97.89000%
 Epoch: 53 | Train_loss: 27.67536 | Train_acc: 96.26600% | Val_acc: 97.95000%
 Epoch: 54 | Train_loss: 27.39848 | Train_acc: 96.29200% | Val_acc: 98.19000%
 Epoch: 55 | Train_loss: 25.66437 | Train_acc: 96.55400% | Val_acc: 98.08000%
 Epoch: 56 | Train_loss: 25.82744 | Train_acc: 96.54400% | Val_acc: 98.05000%
 Epoch: 57 | Train_loss: 26.18723 | Train_acc: 96.54600% | Val_acc: 98.31000%
 Epoch: 58 | Train_loss: 26.20518 | Train_acc: 96.45800% | Val_acc: 98.21000%
 Epoch: 59 | Train_loss: 25.80262 | Train_acc: 96.54200% | Val_acc: 98.38000%
 Epoch: 60 | Train_loss: 25.28100 | Train_acc: 96.61200% | Val_acc: 98.16000%
 Epoch: 61 | Train_loss: 24.73837 | Train_acc: 96.68600% | Val_acc: 98.17000%
 Epoch: 62 | Train_loss: 24.68194 | Train_acc: 96.72800% | Val_acc: 98.24000%
 Epoch: 63 | Train_loss: 24.16936 | Train_acc: 96.73400% | Val_acc: 98.11000%
 Epoch: 64 | Train_loss: 23.95171 | Train_acc: 96.76400% | Val_acc: 98.22000%
 Epoch: 65 | Train_loss: 23.16744 | Train_acc: 96.81800% | Val_acc: 98.18000%
 Epoch: 66 | Train_loss: 23.80344 | Train_acc: 96.87200% | Val_acc: 98.29000%
 Epoch: 67 | Train_loss: 23.93687 | Train_acc: 96.82600% | Val_acc: 98.31000%
 Epoch: 68 | Train_loss: 23.13713 | Train_acc: 96.88400% | Val_acc: 98.35000%
 Epoch: 69 | Train_loss: 22.73007 | Train_acc: 96.89200% | Val_acc: 98.30000%
 Epoch: 70 | Train_loss: 22.78124 | Train_acc: 97.02200% | Val_acc: 98.41000%
 Epoch: 71 | Train_loss: 21.99538 | Train_acc: 97.05400% | Val_acc: 98.41000%
 Epoch: 72 | Train_loss: 21.68658 | Train_acc: 97.11000% | Val_acc: 98.33000%
 Epoch: 73 | Train_loss: 20.87038 | Train_acc: 97.23800% | Val_acc: 98.42000%
 Epoch: 74 | Train_loss: 20.58253 | Train_acc: 97.23600% | Val_acc: 98.42000%
 Epoch: 75 | Train_loss: 20.64649 | Train_acc: 97.29400% | Val_acc: 98.39000%
 Epoch: 76 | Train_loss: 20.60514 | Train_acc: 97.22000% | Val_acc: 98.40000%
 Epoch: 77 | Train_loss: 20.44754 | Train_acc: 97.27400% | Val_acc: 98.49000%
 Epoch: 78 | Train_loss: 20.36410 | Train_acc: 97.28200% | Val_acc: 98.46000%
 Epoch: 79 | Train_loss: 21.02852 | Train_acc: 97.19000% | Val_acc: 98.45000%
 Epoch: 80 | Train_loss: 20.46236 | Train_acc: 97.25400% | Val_acc: 98.43000%
 Epoch: 81 | Train_loss: 20.27828 | Train_acc: 97.23400% | Val_acc: 98.44000%
 Epoch: 82 | Train_loss: 20.04677 | Train_acc: 97.30600% | Val_acc: 98.51000%
 Epoch: 83 | Train_loss: 20.06052 | Train_acc: 97.29000% | Val_acc: 98.52000%
 Epoch: 84 | Train_loss: 18.95794 | Train_acc: 97.46200% | Val_acc: 98.49000%
 Epoch: 85 | Train_loss: 18.92563 | Train_acc: 97.53000% | Val_acc: 98.57000%
 Epoch: 86 | Train_loss: 19.40041 | Train_acc: 97.39000% | Val_acc: 98.53000%
 Epoch: 87 | Train_loss: 18.64670 | Train_acc: 97.53400% | Val_acc: 98.53000%
 Epoch: 88 | Train_loss: 18.97395 | Train_acc: 97.51600% | Val_acc: 98.56000%
 Epoch: 89 | Train_loss: 19.16805 | Train_acc: 97.44600% | Val_acc: 98.54000%
 Epoch: 90 | Train_loss: 19.88433 | Train_acc: 97.30200% | Val_acc: 98.54000%
 Epoch: 91 | Train_loss: 19.08115 | Train_acc: 97.44400% | Val_acc: 98.54000%
 Epoch: 92 | Train_loss: 18.46078 | Train_acc: 97.49200% | Val_acc: 98.52000%
 Epoch: 93 | Train_loss: 19.20874 | Train_acc: 97.42200% | Val_acc: 98.50000%
 Epoch: 94 | Train_loss: 18.86293 | Train_acc: 97.47000% | Val_acc: 98.58000%
 Epoch: 95 | Train_loss: 18.57727 | Train_acc: 97.46800% | Val_acc: 98.57000%
 Epoch: 96 | Train_loss: 18.15242 | Train_acc: 97.51000% | Val_acc: 98.57000%
 Epoch: 97 | Train_loss: 18.59886 | Train_acc: 97.48600% | Val_acc: 98.55000%
 Epoch: 98 | Train_loss: 18.32836 | Train_acc: 97.50800% | Val_acc: 98.57000%
 Epoch: 99 | Train_loss: 17.70601 | Train_acc: 97.67000% | Val_acc: 98.57000%
 Epoch: 100 | Train_loss: 19.13826 | Train_acc: 97.42000% | Val_acc: 98.57000%
Best Acc: 98.58
