 Epoch: 1 | Train_loss: 456.54222 | Train_acc: 56.79600% | Val_acc: 84.36000%
 Epoch: 2 | Train_loss: 238.64034 | Train_acc: 74.83200% | Val_acc: 86.32000%
 Epoch: 3 | Train_loss: 204.44292 | Train_acc: 78.39800% | Val_acc: 87.96000%
 Epoch: 4 | Train_loss: 183.59645 | Train_acc: 80.45200% | Val_acc: 89.10000%
 Epoch: 5 | Train_loss: 173.24908 | Train_acc: 81.38400% | Val_acc: 88.84000%
 Epoch: 6 | Train_loss: 162.41692 | Train_acc: 82.88200% | Val_acc: 89.08000%
 Epoch: 7 | Train_loss: 155.65721 | Train_acc: 83.31800% | Val_acc: 89.12000%
 Epoch: 8 | Train_loss: 149.90542 | Train_acc: 83.89600% | Val_acc: 88.69000%
 Epoch: 9 | Train_loss: 141.70941 | Train_acc: 84.61600% | Val_acc: 88.95000%
 Epoch: 10 | Train_loss: 137.90129 | Train_acc: 85.25800% | Val_acc: 89.14000%
 Epoch: 11 | Train_loss: 132.28620 | Train_acc: 85.94000% | Val_acc: 89.07000%
 Epoch: 12 | Train_loss: 127.15911 | Train_acc: 86.47400% | Val_acc: 88.82000%
 Epoch: 13 | Train_loss: 124.96575 | Train_acc: 86.97400% | Val_acc: 88.93000%
 Epoch: 14 | Train_loss: 121.16933 | Train_acc: 87.22200% | Val_acc: 88.74000%
 Epoch: 15 | Train_loss: 117.65097 | Train_acc: 87.49400% | Val_acc: 88.64000%
 Epoch: 16 | Train_loss: 113.63590 | Train_acc: 87.90400% | Val_acc: 88.69000%
 Epoch: 17 | Train_loss: 109.80511 | Train_acc: 88.40000% | Val_acc: 89.00000%
 Epoch: 18 | Train_loss: 110.39374 | Train_acc: 88.40000% | Val_acc: 88.76000%
 Epoch: 19 | Train_loss: 107.97060 | Train_acc: 88.57800% | Val_acc: 88.36000%
 Epoch: 20 | Train_loss: 106.32615 | Train_acc: 88.79400% | Val_acc: 88.87000%
 Epoch: 21 | Train_loss: 103.70168 | Train_acc: 88.92000% | Val_acc: 88.44000%
 Epoch: 22 | Train_loss: 100.35416 | Train_acc: 89.48600% | Val_acc: 88.86000%
 Epoch: 23 | Train_loss: 100.25049 | Train_acc: 89.32400% | Val_acc: 88.63000%
 Epoch: 24 | Train_loss: 97.66926 | Train_acc: 89.69400% | Val_acc: 88.57000%
 Epoch: 25 | Train_loss: 96.94128 | Train_acc: 89.81600% | Val_acc: 89.10000%
 Epoch: 26 | Train_loss: 92.82472 | Train_acc: 90.27800% | Val_acc: 88.78000%
 Epoch: 27 | Train_loss: 93.97394 | Train_acc: 90.08200% | Val_acc: 88.19000%
 Epoch: 28 | Train_loss: 91.83983 | Train_acc: 90.31200% | Val_acc: 88.61000%
 Epoch: 29 | Train_loss: 90.58442 | Train_acc: 90.39200% | Val_acc: 88.78000%
 Epoch: 30 | Train_loss: 88.04404 | Train_acc: 90.66800% | Val_acc: 88.59000%
 Epoch: 31 | Train_loss: 87.41844 | Train_acc: 90.75200% | Val_acc: 88.67000%
 Epoch: 32 | Train_loss: 85.19781 | Train_acc: 91.07200% | Val_acc: 88.63000%
 Epoch: 33 | Train_loss: 85.41269 | Train_acc: 90.84800% | Val_acc: 88.91000%
 Epoch: 34 | Train_loss: 82.84285 | Train_acc: 91.30400% | Val_acc: 88.47000%
 Epoch: 35 | Train_loss: 81.43618 | Train_acc: 91.41200% | Val_acc: 88.82000%
 Epoch: 36 | Train_loss: 81.81641 | Train_acc: 91.31400% | Val_acc: 88.87000%
 Epoch: 37 | Train_loss: 78.88002 | Train_acc: 91.67000% | Val_acc: 88.91000%
 Epoch: 38 | Train_loss: 80.14852 | Train_acc: 91.65400% | Val_acc: 88.83000%
 Epoch: 39 | Train_loss: 80.05006 | Train_acc: 91.58400% | Val_acc: 88.72000%
 Epoch: 40 | Train_loss: 76.39364 | Train_acc: 91.83200% | Val_acc: 89.01000%
 Epoch: 41 | Train_loss: 73.46768 | Train_acc: 92.17800% | Val_acc: 88.86000%
 Epoch: 42 | Train_loss: 75.67586 | Train_acc: 92.01400% | Val_acc: 88.91000%
 Epoch: 43 | Train_loss: 72.99636 | Train_acc: 92.39800% | Val_acc: 88.97000%
 Epoch: 44 | Train_loss: 72.51284 | Train_acc: 92.30000% | Val_acc: 89.14000%
 Epoch: 45 | Train_loss: 71.79087 | Train_acc: 92.61000% | Val_acc: 89.01000%
 Epoch: 46 | Train_loss: 70.20605 | Train_acc: 92.58400% | Val_acc: 89.11000%
 Epoch: 47 | Train_loss: 70.11808 | Train_acc: 92.44200% | Val_acc: 88.38000%
 Epoch: 48 | Train_loss: 70.79134 | Train_acc: 92.66800% | Val_acc: 89.17000%
 Epoch: 49 | Train_loss: 66.15534 | Train_acc: 92.98600% | Val_acc: 88.86000%
 Epoch: 50 | Train_loss: 64.83305 | Train_acc: 93.19600% | Val_acc: 89.08000%
 Epoch: 51 | Train_loss: 64.57710 | Train_acc: 93.17400% | Val_acc: 89.23000%
 Epoch: 52 | Train_loss: 64.06553 | Train_acc: 93.32000% | Val_acc: 89.39000%
 Epoch: 53 | Train_loss: 63.93355 | Train_acc: 93.13200% | Val_acc: 88.97000%
 Epoch: 54 | Train_loss: 62.07834 | Train_acc: 93.58400% | Val_acc: 89.28000%
 Epoch: 55 | Train_loss: 60.94456 | Train_acc: 93.52200% | Val_acc: 89.05000%
 Epoch: 56 | Train_loss: 61.80497 | Train_acc: 93.53400% | Val_acc: 89.34000%
 Epoch: 57 | Train_loss: 60.46467 | Train_acc: 93.58000% | Val_acc: 89.07000%
 Epoch: 58 | Train_loss: 59.46398 | Train_acc: 93.74800% | Val_acc: 89.42000%
 Epoch: 59 | Train_loss: 57.78330 | Train_acc: 93.95400% | Val_acc: 89.52000%
 Epoch: 60 | Train_loss: 59.76372 | Train_acc: 93.71200% | Val_acc: 89.40000%
 Epoch: 61 | Train_loss: 58.72925 | Train_acc: 93.78200% | Val_acc: 89.35000%
 Epoch: 62 | Train_loss: 55.58960 | Train_acc: 94.16000% | Val_acc: 89.39000%
 Epoch: 63 | Train_loss: 54.87178 | Train_acc: 94.27600% | Val_acc: 89.65000%
 Epoch: 64 | Train_loss: 55.72501 | Train_acc: 94.11400% | Val_acc: 89.42000%
 Epoch: 65 | Train_loss: 52.69999 | Train_acc: 94.53000% | Val_acc: 89.37000%
 Epoch: 66 | Train_loss: 52.85203 | Train_acc: 94.39200% | Val_acc: 89.39000%
 Epoch: 67 | Train_loss: 52.89248 | Train_acc: 94.48200% | Val_acc: 89.27000%
 Epoch: 68 | Train_loss: 53.70220 | Train_acc: 94.37000% | Val_acc: 89.39000%
 Epoch: 69 | Train_loss: 50.74917 | Train_acc: 94.60000% | Val_acc: 89.39000%
 Epoch: 70 | Train_loss: 50.95251 | Train_acc: 94.75000% | Val_acc: 89.54000%
 Epoch: 71 | Train_loss: 50.88733 | Train_acc: 94.59600% | Val_acc: 89.44000%
 Epoch: 72 | Train_loss: 50.63456 | Train_acc: 94.63800% | Val_acc: 89.48000%
 Epoch: 73 | Train_loss: 50.10927 | Train_acc: 94.71600% | Val_acc: 89.44000%
 Epoch: 74 | Train_loss: 47.48297 | Train_acc: 95.01200% | Val_acc: 89.54000%
 Epoch: 75 | Train_loss: 48.86405 | Train_acc: 94.94000% | Val_acc: 89.61000%
 Epoch: 76 | Train_loss: 48.85732 | Train_acc: 94.79800% | Val_acc: 89.70000%
 Epoch: 77 | Train_loss: 48.83421 | Train_acc: 94.95600% | Val_acc: 89.86000%
 Epoch: 78 | Train_loss: 47.27527 | Train_acc: 94.97600% | Val_acc: 89.70000%
 Epoch: 79 | Train_loss: 48.50884 | Train_acc: 94.83000% | Val_acc: 89.81000%
 Epoch: 80 | Train_loss: 44.68260 | Train_acc: 95.24000% | Val_acc: 89.58000%
 Epoch: 81 | Train_loss: 46.94869 | Train_acc: 95.05200% | Val_acc: 89.83000%
 Epoch: 82 | Train_loss: 45.56045 | Train_acc: 95.23600% | Val_acc: 89.92000%
 Epoch: 83 | Train_loss: 46.08573 | Train_acc: 95.06000% | Val_acc: 89.75000%
 Epoch: 84 | Train_loss: 46.14299 | Train_acc: 95.12800% | Val_acc: 89.74000%
 Epoch: 85 | Train_loss: 43.95220 | Train_acc: 95.35600% | Val_acc: 89.67000%
 Epoch: 86 | Train_loss: 45.45739 | Train_acc: 95.26000% | Val_acc: 89.73000%
 Epoch: 87 | Train_loss: 43.89179 | Train_acc: 95.40200% | Val_acc: 89.74000%
 Epoch: 88 | Train_loss: 43.00665 | Train_acc: 95.41800% | Val_acc: 89.75000%
 Epoch: 89 | Train_loss: 43.55785 | Train_acc: 95.43800% | Val_acc: 89.77000%
 Epoch: 90 | Train_loss: 43.15091 | Train_acc: 95.54400% | Val_acc: 89.79000%
 Epoch: 91 | Train_loss: 44.22445 | Train_acc: 95.41000% | Val_acc: 89.79000%
 Epoch: 92 | Train_loss: 44.31082 | Train_acc: 95.38000% | Val_acc: 89.82000%
 Epoch: 93 | Train_loss: 43.68144 | Train_acc: 95.41400% | Val_acc: 89.86000%
 Epoch: 94 | Train_loss: 44.23583 | Train_acc: 95.40800% | Val_acc: 89.89000%
